ID;VALEUR;DATE;
5;7363.3;2019-04-11 11:15:27.0;
5;7362.8;2019-04-11 11:15:32.0;
5;7362.5;2019-04-11 11:15:39.0;
5;7362.8;2019-04-11 11:15:45.0;
5;7362.5;2019-04-11 11:15:47.0;
5;7362.8;2019-04-11 11:15:48.0;
5;7362.5;2019-04-11 11:15:51.0;
5;7362.3;2019-04-11 11:16:07.0;
5;7362.5;2019-04-11 11:16:08.0;
5;7362.3;2019-04-11 11:16:10.0;
5;7362.5;2019-04-11 11:16:12.0;
5;7362.3;2019-04-11 11:16:14.0;
5;7362.5;2019-04-11 11:16:20.0;
5;7362.2;2019-04-11 11:16:24.0;
5;7363;2019-04-11 11:16:27.0;
5;7362.2;2019-04-11 11:16:29.0;
5;7363;2019-04-11 11:16:30.0;
5;7363.5;2019-04-11 11:16:33.0;
5;7363.3;2019-04-11 11:16:36.0;
5;7363;2019-04-11 11:16:41.0;
5;7363.2;2019-04-11 11:16:48.0;
5;7363;2019-04-11 11:16:52.0;
5;7362.5;2019-04-11 11:16:59.0;
5;7362.3;2019-04-11 11:17:04.0;
5;7362.5;2019-04-11 11:17:09.0;
5;7362.8;2019-04-11 11:17:15.0;
5;7362.5;2019-04-11 11:17:16.0;
5;7362.8;2019-04-11 11:17:18.0;
5;7362.3;2019-04-11 11:17:19.0;
5;7362.5;2019-04-11 11:17:25.0;
5;7362.3;2019-04-11 11:17:29.0;
5;7362.2;2019-04-11 11:17:36.0;
5;7362.8;2019-04-11 11:17:41.0;
5;7363.5;2019-04-11 11:17:44.0;
5;7362.8;2019-04-11 11:17:45.0;
5;7363.5;2019-04-11 11:17:47.0;
5;7363.3;2019-04-11 11:17:49.0;
5;7363.2;2019-04-11 11:18:06.0;
5;7364;2019-04-11 11:18:07.0;
5;7363.2;2019-04-11 11:18:09.0;
5;7364;2019-04-11 11:18:11.0;
5;7363.5;2019-04-11 11:18:13.0;
5;7363.2;2019-04-11 11:18:17.0;
5;7363.8;2019-04-11 11:18:31.0;
5;7363.2;2019-04-11 11:18:33.0;
5;7363.8;2019-04-11 11:18:34.0;
5;7362.8;2019-04-11 11:18:37.0;
5;7363.5;2019-04-11 11:19:13.0;
5;7364;2019-04-11 11:19:15.0;
5;7363.5;2019-04-11 11:19:16.0;
5;7364;2019-04-11 11:19:17.0;
5;7363.2;2019-04-11 11:19:20.0;
5;7362.8;2019-04-11 11:19:28.0;
5;7363;2019-04-11 11:19:32.0;
5;7362.8;2019-04-11 11:19:39.0;
5;7362.5;2019-04-11 11:19:44.0;
5;7362.8;2019-04-11 11:20:15.0;
5;7362.5;2019-04-11 11:20:23.0;
5;7362.2;2019-04-11 11:20:28.0;
5;7363;2019-04-11 11:20:37.0;
5;7362.3;2019-04-11 11:20:43.0;
5;7362.5;2019-04-11 11:20:44.0;
5;7363;2019-04-11 11:20:47.0;
5;7362.8;2019-04-11 11:20:54.0;
5;7364;2019-04-11 11:21:03.0;
5;7363.8;2019-04-11 11:21:13.0;
5;7363.5;2019-04-11 11:21:16.0;
5;7363.2;2019-04-11 11:21:21.0;
5;7363.8;2019-04-11 11:21:22.0;
5;7364;2019-04-11 11:21:29.0;
5;7364.8;2019-04-11 11:21:37.0;
5;7364.5;2019-04-11 11:21:41.0;
5;7364.8;2019-04-11 11:21:43.0;
5;7364.2;2019-04-11 11:21:44.0;
5;7364.5;2019-04-11 11:21:50.0;
5;7365;2019-04-11 11:22:04.0;
5;7364.5;2019-04-11 11:22:07.0;
5;7364;2019-04-11 11:22:13.0;
5;7364.5;2019-04-11 11:22:14.0;
5;7364;2019-04-11 11:22:16.0;
5;7363.8;2019-04-11 11:22:17.0;
5;7364.3;2019-04-11 11:22:19.0;
5;7363.8;2019-04-11 11:22:30.0;
5;7363.2;2019-04-11 11:23:09.0;
5;7363.3;2019-04-11 11:23:11.0;
5;7363.2;2019-04-11 11:23:12.0;
5;7363.3;2019-04-11 11:23:14.0;
5;7363.2;2019-04-11 11:23:16.0;
5;7363;2019-04-11 11:23:23.0;
5;7363.2;2019-04-11 11:23:25.0;
5;7362.8;2019-04-11 11:23:27.0;
5;7363;2019-04-11 11:23:29.0;
5;7362.8;2019-04-11 11:23:31.0;
5;7362.2;2019-04-11 11:23:34.0;
5;7362;2019-04-11 11:23:47.0;
5;7362.2;2019-04-11 11:24:06.0;
5;7362;2019-04-11 11:24:10.0;
5;7361.8;2019-04-11 11:24:12.0;
5;7361.2;2019-04-11 11:24:15.0;
5;7361.8;2019-04-11 11:24:16.0;
5;7361.2;2019-04-11 11:24:18.0;
5;7362;2019-04-11 11:24:32.0;
5;7361.8;2019-04-11 11:24:37.0;
5;7361.2;2019-04-11 11:24:49.0;
5;7361.5;2019-04-11 11:24:54.0;
5;7361;2019-04-11 11:24:55.0;
5;7361.5;2019-04-11 11:25:04.0;
5;7361;2019-04-11 11:25:05.0;
5;7362.5;2019-04-11 11:25:06.0;
5;7361.5;2019-04-11 11:25:08.0;
5;7362.5;2019-04-11 11:25:10.0;
5;7362;2019-04-11 11:25:11.0;
5;7362.3;2019-04-11 11:25:17.0;
5;7362.2;2019-04-11 11:25:23.0;
5;7362;2019-04-11 11:25:30.0;
5;7362.2;2019-04-11 11:25:34.0;
5;7361.8;2019-04-11 11:25:42.0;
5;7362.2;2019-04-11 11:25:44.0;
5;7362;2019-04-11 11:25:51.0;
5;7361.5;2019-04-11 11:26:04.0;
5;7361;2019-04-11 11:26:08.0;
5;7360.5;2019-04-11 11:26:15.0;
5;7360.3;2019-04-11 11:26:20.0;
5;7359.8;2019-04-11 11:26:24.0;
5;7359.5;2019-04-11 11:26:28.0;
5;7359.2;2019-04-11 11:26:32.0;
5;7359.5;2019-04-11 11:26:34.0;
5;7359.2;2019-04-11 11:26:35.0;
5;7358.8;2019-04-11 11:26:44.0;
5;7359.2;2019-04-11 11:26:47.0;
5;7358.8;2019-04-11 11:26:48.0;
5;7358.2;2019-04-11 11:26:55.0;
5;7358;2019-04-11 11:27:01.0;
5;7358.2;2019-04-11 11:27:03.0;
5;7357.8;2019-04-11 11:27:08.0;
5;7358;2019-04-11 11:27:13.0;
5;7358.5;2019-04-11 11:27:32.0;
5;7358;2019-04-11 11:27:33.0;
5;7358.2;2019-04-11 11:27:36.0;
5;7358.8;2019-04-11 11:27:39.0;
5;7358.2;2019-04-11 11:27:40.0;
5;7358.8;2019-04-11 11:27:42.0;
5;7358.5;2019-04-11 11:27:49.0;
5;7358.8;2019-04-11 11:27:50.0;
5;7358.5;2019-04-11 11:27:52.0;
5;7357.8;2019-04-11 11:28:04.0;
5;7357.5;2019-04-11 11:28:08.0;
5;7357.2;2019-04-11 11:28:14.0;
5;7357.3;2019-04-11 11:28:17.0;
5;7357.2;2019-04-11 11:28:23.0;
5;7357;2019-04-11 11:28:33.0;
5;7356.3;2019-04-11 11:28:36.0;
5;7357;2019-04-11 11:28:38.0;
5;7356.3;2019-04-11 11:28:39.0;
5;7356.8;2019-04-11 11:28:46.0;
5;7357;2019-04-11 11:28:48.0;
5;7356.8;2019-04-11 11:28:52.0;
5;7356.5;2019-04-11 11:28:55.0;
5;7356.8;2019-04-11 11:28:58.0;
5;7356.3;2019-04-11 11:29:00.0;
5;7356.5;2019-04-11 11:29:07.0;
5;7356.2;2019-04-11 11:29:14.0;
5;7357.8;2019-04-11 11:29:24.0;
5;7357.3;2019-04-11 11:29:30.0;
5;7357.8;2019-04-11 11:29:32.0;
5;7357.3;2019-04-11 11:29:33.0;
5;7357.8;2019-04-11 11:29:34.0;
5;7358.2;2019-04-11 11:29:38.0;
5;7357.8;2019-04-11 11:29:40.0;
5;7358.3;2019-04-11 11:29:43.0;
5;7358;2019-04-11 11:30:05.0;
5;7358.3;2019-04-11 11:30:07.0;
5;7358;2019-04-11 11:30:10.0;
5;7358.3;2019-04-11 11:30:11.0;
5;7357.8;2019-04-11 11:30:14.0;
5;7358.2;2019-04-11 11:30:23.0;
5;7358;2019-04-11 11:30:29.0;
5;7358.5;2019-04-11 11:30:36.0;
5;7358;2019-04-11 11:30:41.0;
5;7358.3;2019-04-11 11:30:43.0;
5;7357.8;2019-04-11 11:30:47.0;
5;7358.5;2019-04-11 11:31:03.0;
5;7357.8;2019-04-11 11:31:04.0;
5;7358.5;2019-04-11 11:31:06.0;
5;7358;2019-04-11 11:31:09.0;
5;7358.2;2019-04-11 11:31:12.0;
5;7359;2019-04-11 11:31:16.0;
5;7358.2;2019-04-11 11:31:18.0;
5;7359;2019-04-11 11:31:20.0;
5;7360;2019-04-11 11:31:24.0;
5;7359.5;2019-04-11 11:31:32.0;
5;7360;2019-04-11 11:31:35.0;
5;7359.8;2019-04-11 11:31:39.0;
5;7360.5;2019-04-11 11:32:15.0;
5;7360.8;2019-04-11 11:32:20.0;
5;7360.3;2019-04-11 11:32:22.0;
5;7360.8;2019-04-11 11:32:24.0;
5;7360.3;2019-04-11 11:32:25.0;
5;7360.2;2019-04-11 11:32:27.0;
5;7360.5;2019-04-11 11:32:37.0;
5;7360.2;2019-04-11 11:32:39.0;
5;7360.5;2019-04-11 11:32:41.0;
5;7360.2;2019-04-11 11:32:42.0;
5;7360.5;2019-04-11 11:32:44.0;
5;7361.2;2019-04-11 11:32:51.0;
5;7361;2019-04-11 11:32:56.0;
5;7361.2;2019-04-11 11:32:57.0;
5;7361.5;2019-04-11 11:33:13.0;
5;7361.8;2019-04-11 11:33:18.0;
5;7361.2;2019-04-11 11:33:29.0;
5;7360;2019-04-11 11:33:31.0;
5;7359.8;2019-04-11 11:33:37.0;
5;7359.5;2019-04-11 11:33:41.0;
5;7359.8;2019-04-11 11:34:02.0;
5;7359.3;2019-04-11 11:34:09.0;
5;7360;2019-04-11 11:34:15.0;
5;7359.2;2019-04-11 11:34:17.0;
5;7360;2019-04-11 11:34:18.0;
5;7359.2;2019-04-11 11:34:20.0;
5;7358.8;2019-04-11 11:34:22.0;
5;7359.2;2019-04-11 11:34:24.0;
5;7358.8;2019-04-11 11:34:25.0;
5;7359;2019-04-11 11:34:31.0;
5;7358.8;2019-04-11 11:34:32.0;
5;7359;2019-04-11 11:34:35.0;
5;7358.5;2019-04-11 11:34:38.0;
5;7358.3;2019-04-11 11:34:39.0;
5;7358.5;2019-04-11 11:34:41.0;
5;7358.3;2019-04-11 11:34:42.0;
5;7358.8;2019-04-11 11:34:48.0;
5;7358.5;2019-04-11 11:34:53.0;
5;7358.2;2019-04-11 11:34:55.0;
5;7358.5;2019-04-11 11:34:56.0;
5;7358.2;2019-04-11 11:34:58.0;
5;7358.3;2019-04-11 11:34:59.0;
5;7358.2;2019-04-11 11:35:05.0;
5;7358;2019-04-11 11:35:08.0;
5;7358.5;2019-04-11 11:35:14.0;
5;7359.8;2019-04-11 11:35:16.0;
5;7359.2;2019-04-11 11:35:30.0;
5;7359.8;2019-04-11 11:35:31.0;
5;7360.2;2019-04-11 11:35:37.0;
5;7360.5;2019-04-11 11:35:49.0;
5;7359.8;2019-04-11 11:36:03.0;
5;7359.5;2019-04-11 11:36:08.0;
5;7359.2;2019-04-11 11:36:13.0;
5;7359.5;2019-04-11 11:36:16.0;
5;7359.2;2019-04-11 11:36:23.0;
5;7359.8;2019-04-11 11:36:30.0;
5;7360.8;2019-04-11 11:36:32.0;
5;7361;2019-04-11 11:36:36.0;
5;7360.8;2019-04-11 11:36:38.0;
5;7361;2019-04-11 11:36:40.0;
5;7361.8;2019-04-11 11:36:47.0;
5;7361.5;2019-04-11 11:36:52.0;
5;7361.3;2019-04-11 11:36:56.0;
5;7361.5;2019-04-11 11:37:03.0;
5;7361.8;2019-04-11 11:37:05.0;
5;7362;2019-04-11 11:37:08.0;
5;7361.8;2019-04-11 11:37:13.0;
5;7362.3;2019-04-11 11:37:22.0;
5;7363;2019-04-11 11:37:28.0;
5;7362.8;2019-04-11 11:37:34.0;
5;7362.2;2019-04-11 11:38:03.0;
5;7362.5;2019-04-11 11:38:19.0;
5;7362.2;2019-04-11 11:38:26.0;
5;7362;2019-04-11 11:38:36.0;
5;7361.8;2019-04-11 11:38:43.0;
5;7361;2019-04-11 11:38:53.0;
5;7361.8;2019-04-11 11:38:55.0;
5;7361.2;2019-04-11 11:38:57.0;
5;7361.3;2019-04-11 11:39:00.0;
5;7361;2019-04-11 11:39:05.0;
5;7360.8;2019-04-11 11:39:07.0;
5;7361;2019-04-11 11:39:16.0;
5;7360.8;2019-04-11 11:39:24.0;
5;7361;2019-04-11 11:39:29.0;
5;7360.8;2019-04-11 11:39:38.0;
5;7361.5;2019-04-11 11:40:04.0;
5;7360.8;2019-04-11 11:40:05.0;
5;7362;2019-04-11 11:40:07.0;
5;7361.8;2019-04-11 11:40:17.0;
5;7362.3;2019-04-11 11:40:24.0;
5;7362.2;2019-04-11 11:40:25.0;
5;7362;2019-04-11 11:40:29.0;
5;7362.3;2019-04-11 11:40:32.0;
5;7361.8;2019-04-11 11:40:48.0;
5;7363;2019-04-11 11:40:53.0;
5;7363.2;2019-04-11 11:40:55.0;
5;7363;2019-04-11 11:40:56.0;
5;7363.2;2019-04-11 11:40:59.0;
5;7363.5;2019-04-11 11:41:02.0;
5;7363.8;2019-04-11 11:41:03.0;
5;7364;2019-04-11 11:41:08.0;
5;7363.8;2019-04-11 11:41:17.0;
5;7365;2019-04-11 11:41:27.0;
5;7364.8;2019-04-11 11:41:35.0;
5;7365.8;2019-04-11 11:41:39.0;
5;7365.3;2019-04-11 11:41:45.0;
5;7365.8;2019-04-11 11:41:49.0;
5;7364.5;2019-04-11 11:42:04.0;
5;7364.2;2019-04-11 11:42:07.0;
5;7364;2019-04-11 11:42:23.0;
5;7364.2;2019-04-11 11:42:25.0;
5;7364;2019-04-11 11:42:26.0;
5;7364.5;2019-04-11 11:42:32.0;
5;7364;2019-04-11 11:42:33.0;
5;7364.5;2019-04-11 11:42:35.0;
5;7364.3;2019-04-11 11:42:36.0;
5;7364.5;2019-04-11 11:42:43.0;
5;7364.8;2019-04-11 11:42:50.0;
